id,customer_id,sub_total,tax,discount,total,payment_id,courier_id,promo_id,created_at,updated_at,deleted_at
9022ee6d-25ee-4fef-88c0-f3d4fdf47337,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,caf6aab6-29c5-4a5b-8434-9a8c0bc54487,82f7c929-0a28-4022-87bb-74d323b044bd,00000000-0000-0000-0000-000000000000,2024-06-23 16:18:53.322896+00:00,2024-06-23 16:18:53.322896+00:00,
b570d9b3-aa61-4a5f-acfe-fd9e4f579262,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,1f08669d-e3ab-4891-811c-ef35d183c9de,dfdb9300-7204-4bab-a9a9-ee3f6d6f48df,00000000-0000-0000-0000-000000000000,2024-06-23 16:24:24.455866+00:00,2024-06-23 16:24:24.455866+00:00,
32c71bf8-d099-4ba7-b531-f4683b6d68c6,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,88cc2948-74be-4d82-8f00-732d5d7ce0ca,53408c3a-0a05-454f-8675-50d621fb7a7f,00000000-0000-0000-0000-000000000000,2024-06-23 16:28:46.957614+00:00,2024-06-23 16:28:46.957614+00:00,
9bd00ee5-97b5-41e2-9e74-7fa578964b94,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,3f5c2095-70ce-464f-bd28-0ae1c466e23d,e71db387-47a3-4b93-b002-35bdb93e13e2,00000000-0000-0000-0000-000000000000,2024-06-23 16:32:20.249708+00:00,2024-06-23 16:32:20.249708+00:00,
ffe35cc0-e497-4e98-ad7a-789a4d6a9b8f,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,91a90022-a501-42e5-885e-7aa8f4f184be,f6aee4f3-3d2e-42b2-aa3e-6f6403e57857,00000000-0000-0000-0000-000000000000,2024-06-23 16:33:43.218367+00:00,2024-06-23 16:33:43.218367+00:00,
5c6c7444-170e-44b3-9adb-72beaa678e97,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,e417d4fc-c5f6-460c-84af-d8d052e78291,3ecd60a1-4002-4023-804b-8e997cf8e805,00000000-0000-0000-0000-000000000000,2024-06-23 19:39:59.238460+00:00,2024-06-23 19:39:59.238460+00:00,
8880e26e-8cc7-4fe3-b02f-e88055c12d03,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,868f5fba-e02a-4f41-bab4-d2bdf7a82bcd,f10975b1-12a7-4776-94ff-8c084bc8a67c,00000000-0000-0000-0000-000000000000,2024-06-23 19:43:39.607337+00:00,2024-06-23 19:43:39.607337+00:00,
b5f06253-6b71-4bb2-8041-ff3ab4d1caa5,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,cf7a683d-df42-4eb8-980c-5f808aa9c90f,f15de469-7dcd-4480-80ec-38431d784225,00000000-0000-0000-0000-000000000000,2024-06-23 19:46:34.914816+00:00,2024-06-23 19:46:34.914816+00:00,
ece2de5e-60e8-482e-b231-8895c62ee51a,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,350e1e0e-005f-4ea9-a278-496fe40b79fd,fb377449-1159-4eb7-ac81-49181dfcc5b3,00000000-0000-0000-0000-000000000000,2024-06-23 19:47:56.273248+00:00,2024-06-23 19:47:56.273248+00:00,
30aa0d27-bbf6-4095-a475-64f81ada80c8,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,39775364-200a-4552-8239-9ee642ae2ab5,0d1e4693-c3e6-41d0-b6e0-bda8f3cf4493,00000000-0000-0000-0000-000000000000,2024-06-23 19:49:03.127001+00:00,2024-06-23 19:49:03.127001+00:00,
7a13cdc0-873d-4d23-a244-c79b6aaae17b,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,5d71e64d-6f24-49dd-8dfa-eff1e4556b78,a7fd2aa0-4497-4e2b-978c-48119d213823,00000000-0000-0000-0000-000000000000,2024-06-23 19:49:56.751108+00:00,2024-06-23 19:49:56.751108+00:00,
3d8b5e65-b981-43a2-8b57-8a936a2b3aed,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,120000,10000,0,162000,48ee31f9-e630-479a-9013-f3a1c97b5839,fdcc5347-ce85-4187-890f-51a4e95117b4,00000000-0000-0000-0000-000000000000,2024-06-23 19:50:44.183874+00:00,2024-06-23 19:50:44.183874+00:00,
18ee3617-f342-4031-a010-9191abdd1bb3,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,472cb3b4-4b68-4737-9ac7-0da665096d4b,08f09b68-85d6-45b8-9784-0ed94b960327,00000000-0000-0000-0000-000000000000,2024-06-23 20:02:59.619232+00:00,2024-06-23 20:02:59.619232+00:00,
6c79306e-9635-4fcd-bd3e-a740d40222d0,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,7b09f7b6-1d48-4a58-9caa-82c7d20319c9,0610472f-8cda-4c30-886d-de1651cb8619,00000000-0000-0000-0000-000000000000,2024-06-23 20:06:10.020223+00:00,2024-06-23 20:06:10.020223+00:00,
cb8724c9-e63b-4117-a5e9-ecaafb43057c,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,a621f094-7444-4a98-84fe-e2249feb77a0,b3e70bd5-192a-4319-9735-0c7ec3b2238a,00000000-0000-0000-0000-000000000000,2024-06-23 20:06:53.958064+00:00,2024-06-23 20:06:53.958064+00:00,
b7e754fc-9b5c-4bed-9364-fd3ae4af0e25,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,d33ef368-c889-44ac-a51a-2739c254bcd5,613a396a-310c-4e2b-8282-7df9f7240fa0,00000000-0000-0000-0000-000000000000,2024-06-23 20:11:21.261550+00:00,2024-06-23 20:11:21.261550+00:00,
b672834e-d252-40ea-aca7-6d8881acc37d,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,b554b58d-30a4-4515-b43e-2d6b0178d320,ccf3d941-6dc2-48d5-a8f6-a28e7435070c,00000000-0000-0000-0000-000000000000,2024-06-23 22:04:24.906760+00:00,2024-06-23 22:04:24.906760+00:00,
817891de-0986-4fca-b94b-bc1fd46b5ded,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,03e581a3-14c0-4729-b58b-b3b65ea74e37,8b32509e-47fa-4813-a5e3-2d6e8752a6b7,00000000-0000-0000-0000-000000000000,2024-06-23 22:56:51.144901+00:00,2024-06-23 22:56:51.144901+00:00,
ca55048d-f9ec-40f3-9fa7-54a50624c16c,6ba6ddc6-0d1e-4e72-b845-8b680cb6224d,230000,10000,0,272000,8ce0ff66-012e-4f33-a8ee-db6c0d109b24,4a6e9efb-68eb-4633-a1b8-bc1d270eaa8c,00000000-0000-0000-0000-000000000000,2024-06-23 23:13:11.767536+00:00,2024-06-23 23:13:11.767536+00:00,
