id,title,content,picture,created_at,updated_at,deleted_at,admin_id
fdf915f8-0ce9-4079-a756-2e25352be808,this test title,this test content,https://storage.googleapis.com/tanam-apps/fdf915f8-0ce9-4079-a756-2e25352be808.jpeg,2024-06-16 08:50:04.244959+00:00,2024-06-16 08:50:04.244959+00:00,2024-06-22 20:28:29.366967+00:00,
fb07562b-0040-4a2a-9bd7-5c301b430b69,this is update test title,this is update test description,https://storage.googleapis.com/tanam-apps/fb07562b-0040-4a2a-9bd7-5c301b430b69.jpeg,2024-06-16 08:43:30.050601+00:00,2024-06-22 20:32:46.498832+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
ea222a15-bc5a-42e9-a37b-ce605f812ab5,this test title,this test content,https://storage.googleapis.com/tanam-apps/ea222a15-bc5a-42e9-a37b-ce605f812ab5.jpeg,2024-06-22 21:26:51.986489+00:00,2024-06-22 21:26:51.986489+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
19220998-e9b0-4a7c-8b73-e7315d9a97a1,this test title,this test content,https://storage.googleapis.com/tanam-apps/19220998-e9b0-4a7c-8b73-e7315d9a97a1.jpeg,2024-06-22 21:41:06.765931+00:00,2024-06-22 21:41:06.765931+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
e609097d-0d03-499b-bf11-469efa3c7596,this test title,this test content,https://storage.googleapis.com/tanam-apps/e609097d-0d03-499b-bf11-469efa3c7596.jpeg,2024-06-22 21:52:58.134114+00:00,2024-06-22 21:52:58.134114+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
3f6f9e95-b87c-4922-b929-4c7968484791,this test title,this test content,https://storage.googleapis.com/tanam-apps/3f6f9e95-b87c-4922-b929-4c7968484791.jpeg,2024-06-22 22:01:59.109277+00:00,2024-06-22 22:01:59.109277+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
9c8e225b-5c1f-4cd7-aa4e-87fe4e3dd1ed,this test title,this test content,https://storage.googleapis.com/tanam-apps/9c8e225b-5c1f-4cd7-aa4e-87fe4e3dd1ed.jpeg,2024-06-22 22:10:19.729085+00:00,2024-06-22 22:10:19.729085+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
84d575b4-b191-4afc-a46e-2ec55b5fb24d,this test title,this test content,https://storage.googleapis.com/tanam-apps/84d575b4-b191-4afc-a46e-2ec55b5fb24d.jpeg,2024-06-22 22:18:01.991079+00:00,2024-06-22 22:18:01.991079+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
36e9b2c5-c981-43d9-bb1f-b38aec995966,this test title,this test content,https://storage.googleapis.com/tanam-apps/36e9b2c5-c981-43d9-bb1f-b38aec995966.jpeg,2024-06-22 23:14:03.845261+00:00,2024-06-22 23:14:03.845261+00:00,2024-06-23 11:06:59.995691+00:00,b01b4f90-a24f-478a-aa45-38135ac2420b
29b5ad0c-fcb1-4cf0-8bc4-2da9eaeb44f8,this test title,this test content,https://storage.googleapis.com/tanam-apps/29b5ad0c-fcb1-4cf0-8bc4-2da9eaeb44f8.jpeg,2024-06-23 11:07:23.744131+00:00,2024-06-23 11:07:23.744131+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
64fb7c94-0e8d-48e5-aae7-6d746d0d25f2,this test title,this test content,https://storage.googleapis.com/tanam-apps/64fb7c94-0e8d-48e5-aae7-6d746d0d25f2.jpeg,2024-06-23 11:27:32.902345+00:00,2024-06-23 11:27:32.902345+00:00,2024-06-23 11:30:33.900311+00:00,b01b4f90-a24f-478a-aa45-38135ac2420b
c411e125-32c1-4222-99b4-4efa254b11a6,this test title,this test content,https://storage.googleapis.com/tanam-apps/c411e125-32c1-4222-99b4-4efa254b11a6.jpeg,2024-06-23 11:41:05.398906+00:00,2024-06-23 11:41:05.398906+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
7a0ef875-b9bf-4afb-99fc-3b7c84aa576e,this test title,this test content,https://storage.googleapis.com/tanam-apps/7a0ef875-b9bf-4afb-99fc-3b7c84aa576e.jpeg,2024-06-23 11:45:25.080302+00:00,2024-06-23 11:45:25.080302+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
c88c9659-2ff5-45cb-86ee-6edab051cc46,this test title,this test content,https://storage.googleapis.com/tanam-apps/c88c9659-2ff5-45cb-86ee-6edab051cc46.jpeg,2024-06-23 12:02:34.143175+00:00,2024-06-23 12:02:34.143175+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
72702ebb-95f8-4349-8000-e710f60a3354,this test title,this test content,https://storage.googleapis.com/tanam-apps/72702ebb-95f8-4349-8000-e710f60a3354.jpeg,2024-06-23 12:06:10.636789+00:00,2024-06-23 12:06:10.636789+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
8d26f527-8a04-4c6b-a194-aec9c61d0273,this test title,this test content,https://storage.googleapis.com/tanam-apps/8d26f527-8a04-4c6b-a194-aec9c61d0273.jpeg,2024-06-23 12:12:01.783657+00:00,2024-06-23 12:12:01.783657+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
c0c6f719-8e83-46a0-9f58-68c33a744a9c,this test title,this test content,https://storage.googleapis.com/tanam-apps/c0c6f719-8e83-46a0-9f58-68c33a744a9c.jpeg,2024-06-23 12:19:16.170938+00:00,2024-06-23 12:19:16.170938+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
eef8171e-1251-4789-9bb6-7b0a083d62fc,this test title,this test content,https://storage.googleapis.com/tanam-apps/eef8171e-1251-4789-9bb6-7b0a083d62fc.jpeg,2024-06-23 12:28:23.957793+00:00,2024-06-23 12:28:23.957793+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
810c856a-8aea-41e2-b963-1307e9aaf999,this test title,this test content,https://storage.googleapis.com/tanam-apps/810c856a-8aea-41e2-b963-1307e9aaf999.jpeg,2024-06-23 12:33:13.362132+00:00,2024-06-23 12:33:13.362132+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
f01907be-bdd7-4011-af14-3d907df2571e,this test title,this test content,https://storage.googleapis.com/tanam-apps/f01907be-bdd7-4011-af14-3d907df2571e.jpeg,2024-06-23 12:54:43.551378+00:00,2024-06-23 12:54:43.551378+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
a2e4e82c-a690-4bf6-9d1c-6fdc0030aad1,this test title,this test content,https://storage.googleapis.com/tanam-apps/a2e4e82c-a690-4bf6-9d1c-6fdc0030aad1.jpeg,2024-06-23 13:00:31.558747+00:00,2024-06-23 13:00:31.558747+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
13bbfe64-3576-45f2-8198-2113b2798f43,this test title,this test content,https://storage.googleapis.com/tanam-apps/13bbfe64-3576-45f2-8198-2113b2798f43.jpeg,2024-06-23 13:10:52.341646+00:00,2024-06-23 13:10:52.341646+00:00,2024-06-23 13:28:19.553900+00:00,b01b4f90-a24f-478a-aa45-38135ac2420b
44306a5f-2100-4da7-bfd2-b34d8263f663,this test title,this test content,https://storage.googleapis.com/tanam-apps/44306a5f-2100-4da7-bfd2-b34d8263f663.jpeg,2024-06-23 13:37:02.831517+00:00,2024-06-23 13:37:02.831517+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
240aabbc-580b-459b-86ca-c010e7299f88,this test title,this test content,https://storage.googleapis.com/tanam-apps/240aabbc-580b-459b-86ca-c010e7299f88.jpeg,2024-06-23 13:44:26.759377+00:00,2024-06-23 13:44:26.759377+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
95f172ee-5267-4ced-94c3-4ffbf67e2643,this test title,this test content,https://storage.googleapis.com/tanam-apps/95f172ee-5267-4ced-94c3-4ffbf67e2643.jpeg,2024-06-23 14:23:01.099323+00:00,2024-06-23 14:23:01.099323+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
ea11c12f-3658-42ec-8f59-c30a931d1320,Hanafi gay,<p>Hanafi gayy</p>,https://storage.googleapis.com/tanam-apps/ea11c12f-3658-42ec-8f59-c30a931d1320.jpg,2024-06-19 14:36:47.641558+00:00,2024-06-19 14:36:47.641558+00:00,2024-06-23 14:34:12.767238+00:00,
44f93221-dacc-4e1f-ac86-eafbee626f27,this test title,this test content,https://storage.googleapis.com/tanam-apps/44f93221-dacc-4e1f-ac86-eafbee626f27.jpeg,2024-06-23 14:36:16.236273+00:00,2024-06-23 14:36:16.236273+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
b2a0aad6-4f79-4815-9d70-9e957bc545f0,this test title,this test content,https://storage.googleapis.com/tanam-apps/b2a0aad6-4f79-4815-9d70-9e957bc545f0.jpeg,2024-06-23 14:43:15.672721+00:00,2024-06-23 14:43:15.672721+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
cd739cc0-9ead-4779-ba16-2028d8bc8a79,this test title,this test content,https://storage.googleapis.com/tanam-apps/cd739cc0-9ead-4779-ba16-2028d8bc8a79.jpeg,2024-06-23 14:53:04.348229+00:00,2024-06-23 14:53:04.348229+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
a5814c17-e0da-4c99-8c73-4f155ae56b8e,this test title,this test content,https://storage.googleapis.com/tanam-apps/a5814c17-e0da-4c99-8c73-4f155ae56b8e.jpeg,2024-06-23 15:16:13.533937+00:00,2024-06-23 15:16:13.533937+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
4c3d1e31-6ce9-49c7-b3da-8cc6cad548b3,this test title,this test content,https://storage.googleapis.com/tanam-apps/4c3d1e31-6ce9-49c7-b3da-8cc6cad548b3.jpeg,2024-06-23 15:18:46.641757+00:00,2024-06-23 15:18:46.641757+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
cce10f4b-5f4b-4fca-b0d9-31ad1eb79ff4,this test title,this test content,https://storage.googleapis.com/tanam-apps/cce10f4b-5f4b-4fca-b0d9-31ad1eb79ff4.jpeg,2024-06-23 15:28:41.484904+00:00,2024-06-23 15:28:41.484904+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
aae4d34c-e694-4b5c-866c-b8f1cc5f1e1a,this test title,this test content,https://storage.googleapis.com/tanam-apps/aae4d34c-e694-4b5c-866c-b8f1cc5f1e1a.jpeg,2024-06-23 15:37:17.423191+00:00,2024-06-23 15:37:17.423191+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
26ff8494-a39d-465e-9017-2d12aa1956b2,this test title,this test content,https://storage.googleapis.com/tanam-apps/26ff8494-a39d-465e-9017-2d12aa1956b2.jpeg,2024-06-23 15:55:10.507032+00:00,2024-06-23 15:55:10.507032+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
8bedbfd1-9f1f-4b1e-aa73-ee1e00c69071,this test title,this test content,https://storage.googleapis.com/tanam-apps/8bedbfd1-9f1f-4b1e-aa73-ee1e00c69071.jpeg,2024-06-23 16:13:14.203872+00:00,2024-06-23 16:13:14.203872+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
d0710aff-88d5-4c18-bc50-f4cea1d5db77,this test title,this test content,https://storage.googleapis.com/tanam-apps/d0710aff-88d5-4c18-bc50-f4cea1d5db77.jpeg,2024-06-23 18:27:17.146481+00:00,2024-06-23 18:27:17.146481+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
d4f9910b-376c-4158-9d4d-ff3b97e69fa7,artikel coba,<p>artikel coba</p><p>artikel coba</p><p>artikel coba</p><p>artikel coba</p>,https://storage.googleapis.com/tanam-apps/d4f9910b-376c-4158-9d4d-ff3b97e69fa7.jpg,2024-06-23 17:15:33.273742+00:00,2024-06-23 17:15:53.219479+00:00,2024-06-23 17:15:59.807749+00:00,b01b4f90-a24f-478a-aa45-38135ac2420b
66774765-2997-4b11-bc45-fa74e3321b59,this test title,this test content,https://storage.googleapis.com/tanam-apps/66774765-2997-4b11-bc45-fa74e3321b59.jpeg,2024-06-23 18:32:41.173725+00:00,2024-06-23 18:32:41.173725+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
6f793341-16d1-41f2-8193-f706defe110d,this test title,this test content,https://storage.googleapis.com/tanam-apps/6f793341-16d1-41f2-8193-f706defe110d.jpeg,2024-06-23 18:38:43.452254+00:00,2024-06-23 18:38:43.452254+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
13736527-12cb-4433-a8a4-1b99798e4fff,this test title,this test content,https://storage.googleapis.com/tanam-apps/13736527-12cb-4433-a8a4-1b99798e4fff.jpeg,2024-06-23 18:39:52.047180+00:00,2024-06-23 18:39:52.047180+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
1d5b9554-71e8-4368-bb77-9297b09df040,this test title,this test content,https://storage.googleapis.com/tanam-apps/1d5b9554-71e8-4368-bb77-9297b09df040.jpeg,2024-06-23 21:53:02.361826+00:00,2024-06-23 21:53:02.361826+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
6046fdc6-4bb5-427c-9c5c-20c9f65e8c1e,this test title,this test content,https://storage.googleapis.com/tanam-apps/6046fdc6-4bb5-427c-9c5c-20c9f65e8c1e.jpeg,2024-06-23 22:04:00.987430+00:00,2024-06-23 22:04:00.987430+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
11414c59-69f2-4385-969b-ca6691b5b4ff,this test title,this test content,https://storage.googleapis.com/tanam-apps/11414c59-69f2-4385-969b-ca6691b5b4ff.jpeg,2024-06-23 22:05:12.446224+00:00,2024-06-23 22:05:12.446224+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
b1987f12-5518-46c3-b143-e5bc86b3c117,this test title,this test content,https://storage.googleapis.com/tanam-apps/b1987f12-5518-46c3-b143-e5bc86b3c117.jpeg,2024-06-23 22:56:21.977653+00:00,2024-06-23 22:56:21.977653+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
d6ec2862-4da6-4d13-9b7e-f92e02e3eab3,this test title,this test content,https://storage.googleapis.com/tanam-apps/d6ec2862-4da6-4d13-9b7e-f92e02e3eab3.jpeg,2024-06-23 23:12:33.425711+00:00,2024-06-23 23:12:33.425711+00:00,,b01b4f90-a24f-478a-aa45-38135ac2420b
a06d6110-0149-4bf3-bd35-94b469394e68,this test title,this test content,https://storage.googleapis.com/tanam-apps/a06d6110-0149-4bf3-bd35-94b469394e68.jpeg,2024-06-23 11:56:53.143581+00:00,2024-06-23 11:56:53.143581+00:00,2024-06-23 23:12:34.616068+00:00,b01b4f90-a24f-478a-aa45-38135ac2420b
